"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","moderately_irregular","slightly_irregular","regular","irregular","depression","hillside","banked","near_flat_level","gentle_slope","moderate_slope","severe_slope","ordinal_encoded_overallqual","ordinal_encoded_overallcond","mean_encoded_mssubclass","mean_encoded_bldgtype","mean_encoded_housestyle","norm_lotfrontage","norm_lotarea","norm_garagearea","norm_grlivarea","norm_totalbsmtsf","norm_saleprice","std_lotfrontage","std_lotarea","std_garagearea","std_grlivarea","std_totalbsmtsf","std_saleprice"
1114,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","66","8923","240","1008","1008","134500",0,0,1,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","-0.01386972043844741267","-0.00744970942154189628","-0.16430193017369631164","-0.09560356040507479018","-0.00808992668654574804","-0.06446492971866540619","-0.16676960117344372756","-0.15968197347626896752","-1.0896859743800635","-0.96571387750823981171","-0.11267119248141464319","-0.58433702622439612887"
1115,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","90","5400","326","833","833","117000",0,0,1,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","0.06832206038347039555","-0.02391655837804940990","-0.10365312904534652320","-0.12857266364546665153","-0.03673149788130843216","-0.08876710997140808082","0.82150486104352624760","-0.51264324881236528952","-0.68744999405614623850","-1.2987424843231618","-0.51157220927581431843","-0.80462213010383442546"
1116,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","93","12085","928","1734","1734","318000",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.07859603298621012158","0.00732978998251054710","0.32088847885310199584","0.04117111932363658887","0.11073167724144115867","0.19036078893152206777","0.94503916882064749450","0.15711154131587879578","2.1282018682112744","0.41587908562109378098","1.5421981686199234","1.7255096344542854"
1117,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Very Good","Average","NA","7750","527","1419","408","184100",0,0,1,0,0,0,0,1,1,0,0,8,4,"169736.551724137931","185763.807377049180","166703.384615384615",NULL,"-0.01293242694240006076","0.03809581312672681953","-0.01817326650906876155","-0.10628959935430352218","0.00441439259767954590",NULL,"-0.27720214831851733133","0.25265968088696262953","-0.18357240664576583568","-1.4803318214907850","0.04001389677104041461"
1118,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","57","9764","450","894","894","130000",0,1,0,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","-0.04469163824666659075","-0.00351879259712440581","-0.01620602044167938639","-0.11708057623024434557","-0.02674786449341972512","-0.07071406178365637967","-0.53737252450480746824","-0.07542411581017274079","-0.10748183637980046917","-1.1826582270905319","-0.37252671199319500306","-0.64098176722196597657"
1119,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Above Average","85","13825","300","1601","533","140000",0,0,1,0,0,0,0,1,1,0,0,4,5,"169736.551724137931","185763.807377049180","166703.384615384615","0.05119877271223751884","0.01546272134337432050","-0.12198881310740576157","0.01611460086093877425","-0.08583133421518731923","-0.05682710163923199417","0.61561434808165750278","0.33143814338366409248","-0.80905622066570260949","0.16277734444175305394","-1.1954025237804995","-0.51510456500514409280"
1120,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","70","7560","286","1040","1040","133700",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00017109030146111130","-0.01382050565421851878","-0.13186187375620688992","-0.08957492438397456411","-0.00285261081093200008","-0.06557588653021935703","-0.00205719080394873170","-0.29623781176270078327","-0.87453649653238680925","-0.90481721797636835858","-0.03972929226758155972","-0.59440720240174187957"
1121,"1-STORY 1945 & OLDER","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","One story","Above Average","Average","59","8263","308","1012","1012","118400",0,0,1,0,0,0,1,0,0,1,0,5,4,"95829.724637681159","185763.807377049180","175985.477961432507","-0.03784232317817344007","-0.01053461442049022412","-0.11634706416523368822","-0.09484998090243726193","-0.00743526220209402954","-0.08682293555118866685","-0.45501631932005997031","-0.22580585701922201110","-0.77163892017045449534","-0.95810179506675588007","-0.10355345495468550776","-0.78699932179347936174"
1122,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","84","10084","782","1552","1552","212900",0,0,1,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.04777411517799094349","-0.00202308108248279231","0.21792656065846165733","0.00688325195362905307","0.08094444319888796718","0.04440883781362177614","0.57443624548928375381","-0.04336405106207429542","1.4453361341729963","0.06952933453357489135","1.1273411111537478","0.40254023915548743986"
1123,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Fair","NA","8926","288","960","672","112000",0,1,0,0,0,0,0,1,1,0,0,3,6,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.00743568712609213116","-0.13045143652066387158","-0.10464651443672512930","-0.06308174338049010155","-0.09571059004362027357",NULL,"-0.15938141036925554460","-0.86518217140857478071","-1.0570588668060470","-0.87856114472666201966","-0.86756073121224536735"
1124,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Excellent","50","9405","0","698","698","118000",0,0,1,0,0,0,0,1,1,0,0,4,9,"185224.811567164179","185763.807377049180","175985.477961432507","-0.06866424098639261815","-0.00519679395261296595","-0.33355439843885851192","-0.15400597185948323028","-0.05882642423155393134","-0.08737841395696564227","-0.82561924265142371100","-0.11139150094944568419","-2.2122049892375069","-1.5556502667232445","-0.81929585080292263933","-0.79203440988215223709"
1125,"SPLIT OR MULTI-LEVEL","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Good","Average","NA","9125","392","1482","384","163900",0,1,0,0,0,0,0,1,1,0,0,7,4,"169736.551724137931","185763.807377049180","166703.384615384615",NULL,"-0.00650554152792437776","-0.05710870027242691812","-0.00630438934252769147","-0.11021758626101383314","-0.02363726689405771282",NULL,"-0.13944405760403182389","-0.37875726497034929676","-0.06368210819239391235","-1.5350382466511598","-0.21425805170693979060"
1126,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average","60","10434","672","1005","1005","115000",0,0,1,0,0,0,0,1,1,0,0,3,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.00038714661334352754","0.14035251270359564887","-0.09616874503205293638","-0.00858092504988453691","-0.09154450200029295792","-0.41383821672768622135","-0.00829835524384162080","0.93084825236333469850","-0.97142293933935276044","-0.11950949562646149477","-0.82979757054719880222"
1127,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average","53","3684","660","1555","1373","174000",0,0,1,0,0,0,0,1,1,0,0,7,4,"200779.080459770115","181959.342105263158","175985.477961432507","-0.05839026838365289212","-0.03193731137531506228","0.13188988929033753886","0.00744843658060719927","0.05164820751967356457","-0.00961143714818908346","-0.70208493487430246410","-0.68456534602404320281","0.87472230162046252728","0.07523839636468784008","0.71932235683261896517","-0.08712207746794968799"
1128,"1-STORY 1946 & NEWER ALL STYLES","Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","182","14572","630","1530","1530","259000",0,0,0,1,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.38339055353415532705","0.01895427291036583701","0.11073333075719226382","0.00273856468912264765","0.07734378853440351547","0.10842772407941819331","4.6098902995419112","0.40627835703000640089","0.73440742476328209922","0.02766288110541326733","1.0771935547567375","0.98283414137503632402"
1129,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","59","11796","434","1959","847","215000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.03784232317817344007","0.00597897552084983991","-0.02748951832602353307","0.08355996634699755345","-0.03444017218572741743","0.04732509944395089710","-0.45501631932005997031","0.12815729534025238731","-0.18231643737029669747","0.84405872295456493573","-0.47966012793226234441","0.42897445162102003545"
1130,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","Split Foyer","Average","Average","60","7200","672","936","936","140000",0,0,1,0,0,0,0,1,1,0,0,4,4,"133541.076923076923","133541.076923076923","135074.486486486486","-0.03441766564392686473","-0.01550318110819033396","0.14035251270359564887","-0.10916799145255029885","-0.01987388740667668093","-0.05682710163923199417","-0.41383821672768622135","-0.33230538460431153431","0.93084825236333469850","-1.1027313614549506","-0.27679046796253908100","-0.51510456500514409280"
1131,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Fair","65","7804","576","1981","1122","135000",0,0,1,0,0,0,0,1,1,0,0,3,6,"143302.972222222222","185763.807377049180","143116.740259740260","-0.01729437797269398801","-0.01268002562430428849","0.07265152539753076876","0.08770465361150395887","0.01056801112032822905","-0.06377058171144418692","-0.20794770376581747652","-0.27179201239227571868","0.48184064642035732870","0.88592517638272655976","0.14718432703036571668","-0.57804316611355503468"
1132,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","63","10712","0","974","974","93500",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.02414369304118713870","0.00091225276500137418","-0.33355439843885851192","-0.10200898617749378039","-0.01365457480438535524","-0.12140146631080538675","-0.29030390895056497445","0.01955382600606890362","-2.2122049892375069","-1.0304165782608532","-0.19017196145861229438","-1.1004335553133659"
1133,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Below Average","90","9900","205","2210","1008","117500",0,0,1,0,0,0,0,1,1,0,0,5,3,"166772.416666666667","185763.807377049180","210051.764044943820","0.06832206038347039555","-0.00288311520340172007","-0.18898458179569913251","0.13084708013750245171","-0.00808992668654574804","-0.08807276196418686155","0.82150486104352624760","-0.06179858829223090151","-1.2533866640467740","1.3217168961576816","-0.11267119248141464319","-0.79832826999299333128"
1134,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average","80","9828","466","2020","1128","239500",0,1,0,0,0,0,0,1,1,0,0,8,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.03407548504100464212","-0.00321965029419608311","-0.00492252255733523970","0.09505205376221985940","0.01155000784700580679","0.08134815179779064158","0.40972383511978875795","-0.06901210286055305171","-0.03264723538930424087","0.96014298018719489325","0.16086093332045941983","0.73737359705223365068"
1135,"2-STORY 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","Two story","Above Average","Average","57","8773","460","1600","916","169000",0,1,0,0,0,1,0,0,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.04469163824666659075","-0.00815082419403015261","-0.00915383426396429471","0.01592620598527939218","-0.02314720982893527340","-0.01655491722040127621","-0.53737252450480746824","-0.17471012882694011379","-0.06071021076074032648","0.16087432383138207103","-0.32237915559618475818","-0.15006067857636062988"
1136,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","60","6180","180","986","960","102000",0,0,1,0,0,0,0,1,1,0,0,5,4,"95829.724637681159","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.02027076156111047699","-0.20661504723998686171","-0.09974824766958119561","-0.01594590049996636997","-0.10959755018804465908","-0.41383821672768622135","-0.43449684098887532893","-1.3703157280944243","-1.0075803309364014","-0.22208404280216426840","-0.99343793342906725111"
1137,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average","80","9600","288","1252","1032","119000",0,0,1,0,0,0,0,1,1,0,0,5,4,"143302.972222222222","185763.807377049180","143116.740259740260","0.03407548504100464212","-0.00428534474837823272","-0.13045143652066387158","-0.04963521074418556637","-0.00416193977983543707","-0.08598971794252320372","0.40972383511978875795","-0.09185489899357319404","-0.86518217140857478071","-0.50137684857771998166","-0.05796476732103983059","-0.77944668966047004871"
1138,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good","54","6342","0","1020","780","94000",0,0,1,0,0,0,0,1,1,0,0,4,8,"143302.972222222222","185763.807377049180","143116.740259740260","-0.05496561084940631678","-0.01951355760682316016","-0.33355439843885851192","-0.09334282189716220541","-0.04540580230029370221","-0.12070711830358416748","-0.66090683228192871514","-0.41826643321015049096","-2.2122049892375069","-0.94287763018378801678","-0.63238223150497536293","-1.0941396952025248"
1139,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Above Average","Average","NA","9819","714","1567","1567","196000",0,1,0,0,0,0,0,1,0,1,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.00326171718054537849","0.16997169464999903392","0.00970917508851978404","0.08339943501558191154","0.02093987516954456464",NULL,"-0.06991379218159332049","1.1272890799633873","0.09807464368913963500","1.1615326268789820","0.18980776740905845629"
1140,"1-STORY 1945 & OLDER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","98","8731","495","1167","915","144000",0,1,0,0,0,0,0,1,1,0,0,4,4,"95829.724637681159","185763.807377049180","175985.477961432507","0.09571932065744299829","-0.00834713633032686438","0.01552881735803852616","-0.06564877517523304188","-0.02331087595004820303","-0.05127231758146223997","1.1509296817825162","-0.17891801232512803475","0.10299047890597017293","-0.66313360045925352901","-0.32465858997786704203","-0.46475368411841533929"
1141,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","60","7350","840","952","952","139000",0,0,1,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.01480206633570207764","0.25882924048920918907","-0.10615367344200018581","-0.01725522946886980696","-0.05821579765367443272","-0.41383821672768622135","-0.31727722925364038804","1.7166115627635451","-1.0722830316890149","-0.24031951785562253927","-0.52769228522682628118"
1142,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Average","Good","NA","10304","484","1868","780","197500",0,1,0,0,0,0,0,1,1,0,0,4,7,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00099477941616668303","0.00777141256255192532","0.06641603266199378555","-0.04540580230029370221","0.02302291919120822247",NULL,"-0.02132275654775661423","0.05154169072500401597","0.67088384741080549092","-0.63238223150497536293","0.20868934774158173886"
1143,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average","77","9965","1052","2828","1466","424870",0,0,1,0,0,0,0,1,1,0,0,8,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.02380151243826491610","-0.00257929880199014233","0.40833558745676913265","0.24727511329500056777","0.06686915678317601956","0.33877073199498547563","0.28618952734266751106","-0.05528638764027340479","2.7081700258876201","2.4977836333669491","0.93130975432907136401","3.0707592945454609"
1144,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Fair","NA","9000","0","1006","1006","80000",0,0,1,0,0,0,0,1,1,0,0,4,6,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.00708980383833125803","-0.33355439843885851192","-0.09598035015639355431","-0.00841725892877160728","-0.14014886250577830718",NULL,"-0.15196752039625777911","-2.2122049892375069","-0.96951991872898177753","-0.11723006124477921091","-1.2703677783060754"
1145,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Two-family Conversion; originally built as one-family dwelling","One and one-half story: 2nd level finished","Below Average","Below Average","60","12180","280","924","672","80000",0,0,1,0,0,0,0,1,1,0,0,3,3,"129613.333333333333","128432.258064516129","143116.740259740260","-0.03441766564392686473","0.00777382933841977611","-0.13609318546283594492","-0.11142872996046288363","-0.06308174338049010155","-0.14014886250577830718","-0.41383821672768622135","0.16662937303797052175","-0.90259947190382289486","-1.1255676087794024","-0.87856114472666201966","-1.2703677783060754"
1146,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average","52","6240","225","1576","1042","149000",0,0,1,0,0,0,0,1,1,0,0,4,5,"143302.972222222222","185763.807377049180","143116.740259740260","-0.06181492591789946747","-0.01999031565211517446","-0.17488020944026894915","0.01140472896945422263","-0.00252527856870614083","-0.04432883750925004722","-0.74326303746667621307","-0.42848557884860687042","-1.1598434128086537","0.11520182918247848119","-0.03517042350421699200","-0.40181508301000439741"
1147,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","NA","11200","403","1298","1298","180000",0,0,1,0,0,0,0,1,1,0,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.00319321282482983477","-0.04935129547694031728","-0.04096904646385399139","0.03937324843620384280","-0.00127926106153445216",NULL,"0.06844542474691903281","-0.32730847678938313980","-0.41383790050065476780","0.54836477820644767578","-0.01159575613785655773"
1148,"2-STORY 1945 & OLDER","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","Two story","Good","Good","75","12000","234","1564","704","174500",0,0,1,0,0,0,1,0,1,0,0,7,7,"166772.416666666667","185763.807377049180","210051.764044943820","0.01695219736977176541","0.00693249161143386852","-0.16853324188032536664","0.00914399046154163785","-0.05784442750487635360","-0.00891708914096786419","0.20383332215792001313","0.14859558661716514623","-1.1177489497514996","0.09236558185802668627","-0.80561924451282893618","-0.08082821735710859381"
1149,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Good","NA","5700","288","1111","572","116900",0,0,1,0,0,0,0,1,1,0,0,7,7,"143302.972222222222","185763.807377049180","143116.740259740260",NULL,"-0.02251432883307289724","-0.13045143652066387158","-0.07619888821215843751","-0.07944835549178306391","-0.08890597957285232468",NULL,"-0.48258693811102299698","-0.86518217140857478071","-0.76970275464002857197","-1.1065045828948904","-0.80588090212600264430"
1150,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Excellent","50","9000","324","1482","650","143000",0,0,1,0,0,0,0,1,1,0,0,7,9,"166772.416666666667","185763.807377049180","210051.764044943820","-0.06866424098639261815","-0.00708980383833125803","-0.10506356628088954154","-0.00630438934252769147","-0.06668239804497455327","-0.05266101359590467852","-0.82561924265142371100","-0.15196752039625777911","-0.69680431917995826704","-0.06368210819239391235","-0.92870870112367226454","-0.47734140434009752767"
1151,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","57","8280","306","932","932","124000",0,1,0,0,0,0,0,1,1,0,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.04469163824666659075","-0.01045515474627488841","-0.11775750140077670656","-0.10992157095518782711","-0.02052855189112839943","-0.07904623787031101097","-0.53737252450480746824","-0.22410266607947928119","-0.78099324529426652387","-1.1103434438964345","-0.28590820548926821644","-0.71650808855205910683"
1152,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Below Average","134","17755","528","1466","1466","149900",0,0,1,0,0,0,0,1,1,0,0,4,3,"185224.811567164179","185763.807377049180","175985.477961432507","0.21900699189031971062","0.03383192838256663629","0.03880103174449832870","-0.00931870735307780450","0.06686915678317601956","-0.04307901109625185252","2.6333413751079712","0.72517581357124812467","0.25733684344886864380","-0.09413043795832963891","0.93130975432907136401","-0.39048613481049042787"
1153,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good","90","14115","470","1811","1073","230000",0,1,0,0,0,0,0,1,1,0,0,5,7,"185224.811567164179","185763.807377049180","175985.477961432507","0.06832206038347039555","0.01681820990351828274","-0.00210164808624920303","0.05567752474940900786","0.00254837118579467750","0.06815553966058747535","0.82150486104352624760","0.36049257706162830860","-0.01393858514168018379","0.56241167261965946505","0.03549204232793380761","0.61779025494625286110"
1154,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Very Good","NA","5890","432","816","816","120500",0,0,1,0,0,0,0,1,1,0,0,5,8,"95829.724637681159","185763.807377049180","175985.477961432507",NULL,"-0.02162625012125443923","-0.02889995556156655141","-0.13177537653167614663","-0.03951382194022823576","-0.08390667392085954590",NULL,"-0.46355127466683954504","-0.19167076249410872601","-1.3310938346994685","-0.55032259376441314403","-0.76056510932794676615"
1155,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Above Average","NA","13700","492","1820","864","201800",0,1,0,0,0,0,0,1,1,0,0,7,5,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"0.01487845903296744023","0.01341316150472399866","0.05737307863034344644","-0.03165784812680761383","0.02899431205331070823",NULL,"0.31891468059143813726","0.08895899122025213012","0.57953885811299831124","-0.44090974344366351882","0.26281654469481514888"
1156,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Very Good","90","10768","528","1437","1437","218000",0,1,0,0,0,0,0,1,1,0,0,4,8,"185224.811567164179","185763.807377049180","175985.477961432507","0.06832206038347039555","0.00117400228006365655","0.03880103174449832870","-0.01478215874719988438","0.06212283927090106047","0.05149118748727821275","0.82150486104352624760","0.02516433733698613156","0.25733684344886864380","-0.14931803565908814330","0.86520615726028513212","0.46673761228606660058"
1157,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Very Good","85","9350","502","1265","1219","179900",0,0,1,0,0,0,0,1,1,0,0,4,8,"169736.551724137931","185763.807377049180","166703.384615384615","0.05119877271223751884","-0.00545386936919199327","0.02046534768243909034","-0.04718607736061359953","0.02644362486828240254","-0.00141813066297869601","0.61561434808165750278","-0.11690182457802510448","0.13573061683931227281","-0.47663758064289720383","0.36828946205354725096","-0.01285452816002477657"
1158,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","One story","Good","Average","34","5001","626","1314","1314","230000",0,1,0,0,0,0,0,1,1,0,0,7,4,"200779.080459770115","135911.627906976744","175985.477961432507","-0.12345876153433782363","-0.02578152367286817173","0.10791245628610622715","-0.03795472845330387835","0.04199190637401071678","0.06815553966058747535","-1.4844688841294037","-0.55261814204515053859","0.71569877451565804214","-0.38338957073471904124","0.58483572831336421752","0.61779025494625286110"
1159,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","92","11932","830","1580","1580","235128",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.07517137545196354623","0.00661465291457252565","0.25177705431149409739","0.01215830847209175089","0.08552709459004999664","0.07527677282264830024","0.90386106622827374553","0.14178282285819422659","1.6698399371444850","0.12281391162396241283","1.1911652738408517","0.68234008424303912310"
1160,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Above Average","76","9120","540","1876","901","185000",0,0,1,0,0,0,0,1,1,0,0,5,5,"239948.501672240803","185763.807377049180","210051.764044943820","0.02037685490401834075","-0.00652891202034065297","0.04726365515775643872","0.06792319166726884207","-0.02560220164562921776","0.00566421901067774059","0.24501142475029376209","-0.13994499611572086209","0.31346279419174081502","0.68610801229377335420","-0.35657067132141901605","0.05134284497055438415"
1161,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Average","24","2280","440","1456","855","146000",0,0,1,0,0,0,0,1,1,0,0,5,4,"138647.380952380952","135911.627906976744","210051.764044943820","-0.15770533687680357705","-0.03849974564580514151","-0.02325820661939447807","-0.01120265610967162515","-0.03313084321682398044","-0.04849492555257736287","-1.8962499100531412","-0.82522888010632513187","-0.15425346199886061186","-0.11316064406203946801","-0.46142465287880407355","-0.43957824367505096254"
1162,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Gentle slope","Single-family Detached","One story","Above Average","Good","NA","14778","924","1640","1296","224000",0,1,0,0,1,0,0,0,1,0,0,5,7,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.01991713719791637570","0.31806760438201595917","0.02346200101165467477","0.03904591619397798355","0.05982336357393284405",NULL,"0.42691702371159477510","2.1094932179636503","0.23699514824622138743","0.54380590944308310806","0.54226393361615973084"
1163,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","109","8724","450","894","894","129000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.13339055353415532705","-0.00837985501970964968","-0.01620602044167938639","-0.11708057623024434557","-0.02674786449341972512","-0.07210275779809881822","1.6038888102986275","-0.17961932624149268824","-0.10748183637980046917","-1.1826582270905319","-0.37252671199319500306","-0.65356948744364816494"
1164,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","Split Foyer","Below Average","Below Average","60","12900","400","1258","1198","108959",0,0,1,0,0,0,0,1,1,0,0,3,3,"133541.076923076923","133541.076923076923","135074.486486486486","-0.03441766564392686473","0.01113918024636340648","-0.05146695133025484478","-0.04850484149022927398","0.02300663632491088044","-0.09993361462353972920","-0.41383821672768622135","0.23876451872119202383","-0.34133996447510118261","-0.48995872491549408420","0.32042134003821928993","-0.90583998840638090220"
1165,"SPLIT OR MULTI-LEVEL","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Good","NA","16157","588","1432","1360","194000",0,1,0,0,0,0,0,1,1,0,0,4,7,"169736.551724137931","185763.807377049180","166703.384615384615",NULL,"0.02636271900632507888","0.08111414881078887877","-0.01572413312549679471","0.04952054794520547946","0.01816248314065968754",NULL,"0.56507586523543151311","0.53796659716322949993","-0.15883313871094305785","0.68968970987074927501","0.16463232696569407954"
1166,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","79","9541","644","1502","1502","233170",0,1,0,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.03065082750675806678","-0.00456111655889028021","0.12060639140599339217","-0.00253649182934005017","0.07276113714324148601","0.07255770602637000555","0.36854573252741500899","-0.09776597343150384491","0.79988770062996629898","-0.02562169598497425415","1.0133693920696336","0.65769332804898539825"
